PARAM_START
FORMAT:
TYPE:
VERSION
DATE:
COMMENT:
PARAM_END

DATA_START
GSOBAR 1 1 1 39 39.56 -0.06
GSOBAR 1 2 0 0 0.19 0.31
GSOBAR 1 2 0 1 1.03 0.47
GSOBAR 1 2 0 2 2.03 0.47
GSOBAR 1 2 0 3 3.06 0.44
GSOBAR 1 2 0 4 4.09 0.41
GSOBAR 1 2 0 5 5.1 0.4
GSOBAR 1 2 0 6 6.08 0.42
GSOBAR 1 2 0 7 7.07 0.43
GSOBAR 1 2 0 8 8.06 0.44
GSOBAR 1 2 0 9 9.07 0.43
GSOBAR 1 2 0 10 10.14 0.36
GSOBAR 1 2 0 11 11.14 0.36
GSOBAR 1 2 0 12 12.15 0.35
GSOBAR 1 2 0 13 13.13 0.37
GSOBAR 1 2 0 14 14.17 0.33
GSOBAR 1 2 0 15 15.2 0.3
GSOBAR 1 2 0 16 16.22 0.28
GSOBAR 1 2 0 17 17.22 0.28
GSOBAR 1 2 0 18 18.21 0.29
GSOBAR 1 2 0 19 19.26 0.24
GSOBAR 1 2 0 20 20.28 0.22
GSOBAR 1 2 0 21 21.26 0.24
GSOBAR 1 2 0 22 22.27 0.23
GSOBAR 1 2 0 23 23.31 0.19
GSOBAR 1 2 0 24 24.31 0.19
GSOBAR 1 2 0 25 25.31 0.19
GSOBAR 1 2 0 26 26.3 0.2
GSOBAR 1 2 0 27 27.31 0.19
GSOBAR 1 2 0 28 28.39 0.11
GSOBAR 1 2 0 29 29.33 0.17
GSOBAR 1 2 0 30 30.36 0.14
GSOBAR 1 2 0 31 31.36 0.14
GSOBAR 1 2 0 32 32.39 0.11
GSOBAR 1 2 0 33 33.41 0.09
GSOBAR 1 2 0 34 34.35 0.15
GSOBAR 1 2 0 35 35.42 0.08
GSOBAR 1 2 0 36 36.39 0.11
GSOBAR 1 2 0 37 37.41 0.09
GSOBAR 1 2 0 38 38.4 0.1
GSOBAR 1 2 0 39 39.41 0.09
GSOBAR 1 2 1 0 0.42 0.08
GSOBAR 1 2 1 1 1.57 -0.07
GSOBAR 1 2 1 2 2.43 0.07
GSOBAR 1 2 1 3 3.43 0.07
GSOBAR 1 2 1 4 4.49 0.01
GSOBAR 1 2 1 5 5.48 0.02
GSOBAR 1 2 1 6 6.49 0.01
GSOBAR 1 2 1 7 7.53 -0.03
GSOBAR 1 2 1 8 8.55 -0.05
GSOBAR 1 2 1 9 9.61 -0.11
GSOBAR 1 2 1 10 10.64 -0.14
GSOBAR 1 2 1 11 11.64 -0.14
GSOBAR 1 2 1 12 12.65 -0.15
GSOBAR 1 2 1 13 13.65 -0.15
GSOBAR 1 2 1 14 14.65 -0.15
GSOBAR 1 2 1 15 15.65 -0.15
GSOBAR 1 2 1 16 16.68 -0.18
GSOBAR 1 2 1 17 17.64 -0.14
GSOBAR 1 2 1 18 18.66 -0.16
GSOBAR 1 2 1 19 19.66 -0.16
GSOBAR 1 2 1 20 20.68 -0.18
GSOBAR 1 2 1 21 21.7 -0.2
GSOBAR 1 2 1 22 22.7 -0.2
GSOBAR 1 2 1 23 23.68 -0.18
GSOBAR 1 2 1 24 24.65 -0.15
GSOBAR 1 2 1 25 25.71 -0.21
GSOBAR 1 2 1 26 26.7 -0.2
GSOBAR 1 2 1 27 27.65 -0.15
GSOBAR 1 2 1 28 28.69 -0.19
GSOBAR 1 2 1 29 29.69 -0.19
GSOBAR 1 2 1 30 30.69 -0.19
