11.5 15.5
18.5 18.5
30.5 20.5
20.5 2.5
37.6441 34.4208
38.5 15.5
8.5 14.5
36.0119 1.19193
18.5 22.5
2.5 9.5
13.5 18.5
14.5 28.5
10.5 15.5
34.5 5.5
9.19439 19.9626
20.001 2.2817
21.5 12.5
17.5362 38.2956
2.5 34.5
20.5 26.5
4.80345 5.96097
13.9281 17.5299
26.5 9.5
20.2324 2.02562
7.5 1.5
19.5 5.5
17.5 13.5
9.5 23.5
34.3847 17.4224
7.5 5.5
27.3072 2.3344
19.5 6.5
35.5 18.5
19.5 10.5
13.5 21.5
0.5 34.5
1.5 14.5
9.5 8.5
16.8403 27.2022
21.5 30.5
28.5 24.5
10.9388 7.60644
9.5 19.5
4.5 4.5
8.5 12.5
6.5 17.5
33.5 31.5
16.5 10.5
5.49917 12.0095
3.5 14.5
11.5 14.5
28.6607 37.361
29.5 24.5
7.5 3.5
32.5 8.5
16.5 15.5
26.5 4.5
15.5 18.5
27.5 10.5
5.5 4.5
11.5 10.5
24.5 18.5
26.5 39.5
7.86754 13.2959
19.5 14.5
12.5 5.5
14.5 2.5
27.5 1.5
16.5 18.5
2.5 3.5
27.5 7.5
2.5 5.5
17.0523 13.1903
4.5 8.5
5.32715 8.07546
19.8702 23.1468
15.1448 3.29665
24.5 7.5
16.5 10.5
9.5 12.5
23.5737 -0.128661
23.5 11.5
9.5 10.5
12.5 7.5
18.5 18.5
29.7769 10.4646
2.5 17.5
3.5 4.5
3.5 22.5
14.5 5.5
35.5 17.5
4.65685 14.1062
15.5 15.5
11.5 12.5
10.5 20.5
19.5 15.5
21.5 14.5
2.66485 25.7971
19.5 4.5
8.5 29.5
19.5 4.5
19.5 2.5
23.5 14.5
18.5 37.5
17.5 18.5
4.5 18.5
30.5 28.5
5.5 29.5
25.0147 29.1904
9.5 27.5
21.5 33.5
7.5 16.5
9.5 11.5
23.2919 31.6674
28.5 25.5
6.5 16.5
3.2261 10.3236
2.5 8.5
1.5 15.5
28.9667 12.8233
14.5 10.5
13.5 10.5
5.07966 13.2159
6.5 16.5
16.5 10.5
14.5 7.5
17.5 8.5
13.5 24.5
13.5 6.5
7.5 12.5
7.5 12.5
24.9282 11.9886
2.21429 1.58205
6.5 24.5
32.5 19.5
10.5 36.5
11.5 16.5
15.5 6.5
8.03085 38.7264
20.5 12.5
14.9036 11.8675
4.5 2.5
4.5 4.5
2.5 12.5
14.5 13.5
8.5 6.5
12.5 7.5
9.5 6.5
14.5 1.5
12.5 4.5
2.55144 17.8226
6.42384 3.1293
32.5588 31.5033
12.5 10.5
3.5 27.5
7.5 5.5
4.5 18.5
3.5 4.5
13.5 33.5
4.5 11.5
15.0416 1.78659
7.5 2.5
19.5 10.5
32.1065 13.1504
1.05279 10.7201
25.5 3.5
33.5 34.5
6.18813 9.3847
30.5 2.5
12.5 2.5
15.5 36.5
35.0289 24.8436
6.5 5.5
6.5 9.5
14.7501 33.3594
34.5 13.5
24.5 12.5
34.5 10.5
6.5 26.5
26.5 12.5
14.5 25.5
11.5 13.5
16.5 11.5
16.5 28.5
32.5 7.5
7.47715 25.5056
26.5 37.5
13.5679 1.32725
8.5 7.5
14.928 9.57923
5.5 35.5
34.5 30.5
11.5 5.5
16.5 29.5
29.5 27.5
18.5 26.5
5.66545 6.45316
9.5 12.5
12.5 5.5
16.5 13.5
23.5 19.5
5.99724 18.369
3.5 2.5
21.5 3.5
12.5 16.5
3.5 12.5
17.5 17.5
37.7318 37.6213
8.81203 13.9463
19.9836 34.9755
9.5 6.5
31.5 6.5
26.5 36.5
19.9682 14.8734
10.5 22.5
7.5 7.5
15.5 9.5
17.5 8.5
3.5 9.5
28.5724 26.7866
3.78975 13.031
11.5 5.5
8.27391 27.9555
37.7534 3.95543
14.8731 11.6836
3.75244 19.9849
1.5 9.5
24.1548 8.51899
6.444 12.5678
12.5 0.5
10.5 9.5
8.82897 12.7277
26.5 1.5
8.5 12.5
12.9424 30.4308
9.60941 12.0426
32.5 18.5
17.5713 9.41631
14.5 3.5
17.5 7.5
25.0841 4.62997
20.8694 22.6904
6.12404 38.4449
9.89559 2.33872
2.02113 14.1273
6.5 21.5
23.5 28.5
18.8375 32.7196
18.5 35.5
15.0568 6.3295
30.5 10.5
26.5 3.5
9.5 11.5
0.5 1.5
13.5 9.5
14.5 10.5
22.5 4.5
16.5 15.5
17.5 37.5
16.7548 6.17153
19.5 33.5
12.5 7.5
7.5 21.5
14.5 8.5
4.5 8.5
18.4569 3.15122
9.45224 15.7375
11.5 10.5
17.5 11.5
17.2751 2.72641
11.5 22.5
3.93742 22.5571
30.4617 27.6647
8.5 1.5
3.5 3.5
12.5 11.5
37.5 20.5
3.5 17.5
2.5 8.5
32.5 19.5
4.12207 1.21582
10.5 13.5
9.5 8.5
37.1939 29.8501
22.5 7.5


